celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_Est_FanPct_Mean_Bayesian,week2_Est_FanPct_Mean_Bayesian,week3_Est_FanPct_Mean_Bayesian,week4_Est_FanPct_Mean_Bayesian,week5_Est_FanPct_Mean_Bayesian,week6_Est_FanPct_Mean_Bayesian,week7_Est_FanPct_Mean_Bayesian,week8_Est_FanPct_Mean_Bayesian,week9_Est_FanPct_Mean_Bayesian,week10_Est_FanPct_Mean_Bayesian,week11_Est_FanPct_Mean_Bayesian,week1_Est_FanPct_Std_Bayesian,week2_Est_FanPct_Std_Bayesian,week3_Est_FanPct_Std_Bayesian,week4_Est_FanPct_Std_Bayesian,week5_Est_FanPct_Std_Bayesian,week6_Est_FanPct_Std_Bayesian,week7_Est_FanPct_Std_Bayesian,week8_Est_FanPct_Std_Bayesian,week9_Est_FanPct_Std_Bayesian,week10_Est_FanPct_Std_Bayesian,week11_Est_FanPct_Std_Bayesian,week1_Acceptance_RatePct_Bayesian,week2_Acceptance_RatePct_Bayesian,week3_Acceptance_RatePct_Bayesian,week4_Acceptance_RatePct_Bayesian,week5_Acceptance_RatePct_Bayesian,week6_Acceptance_RatePct_Bayesian,week7_Acceptance_RatePct_Bayesian,week8_Acceptance_RatePct_Bayesian,week9_Acceptance_RatePct_Bayesian,week10_Acceptance_RatePct_Bayesian,week11_Acceptance_RatePct_Bayesian
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,,10.0,9.0,10.0,,10.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,11.6666,11.6666,11.6666,,9.0,9.0,9.0,9.0,9.5,10.0,10.0,,9.6666,9.6666,9.6666,10.0,6.02,6.25,6.78,7.16,8.52,9.59,10.8,12.09,15.52,18.25,25.72,3.33,3.29,3.4,3.56,3.9,3.71,3.89,4.09,4.22,4.42,4.05,100.0,26.66,31.61,39.72,100.0,1.49,10.84,1.06,15.54,14.81,0.45
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.94,6.12,7.14,3.96,,,,,,,,3.31,3.28,3.3,1.48,,,,,,,,100.0,26.66,31.61,39.72,,,,,,,
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.89,9.05,9.77,10.16,,,,,,,,3.99,3.95,3.97,4.16,,,,,,,,100.0,26.66,31.61,39.72,,,,,,,
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,10.84,10.91,11.46,12.08,14.2,14.59,18.35,21.0,28.61,33.12,22.08,4.35,4.36,4.43,4.53,4.89,4.96,5.34,5.6,6.33,6.53,2.2,100.0,26.66,31.61,39.72,100.0,1.49,10.84,1.06,15.54,14.81,0.45
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,6.4,6.51,7.07,7.68,8.98,11.26,11.65,15.38,15.96,11.03,,3.43,3.42,3.51,3.62,4.01,3.51,3.96,3.71,4.53,2.44,,100.0,26.66,31.61,39.72,100.0,1.49,10.84,1.06,15.54,14.81,
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11.37,11.6,4.93,,,,,,,,,4.44,4.42,1.25,,,,,,,,,100.0,24.76,4.0,,,,,,,,
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.58,7.86,9.01,4.57,,,,,,,,3.47,3.25,3.23,1.55,,,,,,,,100.0,24.76,4.0,35.31,,,,,,,
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.35,7.59,8.35,9.34,10.78,5.37,,,,,,3.65,3.62,3.75,3.91,3.84,1.49,,,,,,100.0,24.76,4.0,35.31,11.65,11.09,,,,,
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.0,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.75,8.98,9.68,11.11,12.11,13.82,8.06,,,,,3.95,3.92,4.06,4.26,4.33,4.3,1.83,,,,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,,,,
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6.0,5.0,5.0,6.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.26,8.53,10.16,10.58,12.23,13.62,16.1,15.07,,,,3.86,3.8,3.68,4.1,3.98,4.09,4.14,3.03,,,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,43.84,,,
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,9.01,9.18,10.01,11.31,12.31,14.03,15.77,22.3,17.65,,,4.01,3.99,4.1,4.38,4.44,4.45,4.73,5.37,2.62,,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,43.84,12.32,,
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,9.0,9.27,10.04,11.52,13.11,14.48,16.68,22.85,29.33,36.21,,4.01,3.95,4.06,4.29,4.17,4.29,4.4,5.18,4.86,6.73,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,43.84,12.32,100.0,
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,8.0,8.14,9.38,9.98,11.69,12.79,14.4,20.15,26.52,32.14,,3.8,3.8,3.75,4.16,3.97,4.14,4.38,5.07,4.68,6.54,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,43.84,12.32,100.0,
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.34,3.63,,,,,,,,,,3.66,1.29,,,,,,,,,,100.0,24.76,,,,,,,,,
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.55,8.79,10.08,11.07,5.59,,,,,,,3.91,3.87,3.81,4.14,1.49,,,,,,,100.0,24.76,4.0,35.31,11.65,,,,,,
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,7.88,8.02,8.77,10.17,10.86,12.48,13.91,19.64,26.5,31.64,,3.77,3.78,3.87,4.0,4.15,4.12,4.48,5.13,4.6,6.51,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,43.84,12.32,100.0,
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7.89,8.42,9.58,10.36,11.33,13.41,15.09,,,,,3.78,3.64,3.62,3.95,4.01,3.91,4.15,,,,,100.0,24.76,4.0,35.31,11.65,11.09,10.81,,,,
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,7.1,7.3,8.27,8.81,4.34,,,,,,,3.6,3.58,3.86,3.69,1.39,,,,,,,100.0,26.3,100.0,22.08,16.7,,,,,,
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,9.98,10.09,11.49,11.66,12.4,13.85,15.16,19.9,23.67,28.49,,4.2,4.23,4.47,4.4,4.57,4.67,4.94,5.27,5.23,5.64,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,23.18,56.95,
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,9.09,9.21,10.5,10.58,11.38,12.56,14.29,18.24,21.64,26.8,,4.02,4.05,4.3,4.3,4.39,4.61,4.62,5.21,5.21,5.46,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,23.18,56.95,
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,6.23,6.89,7.31,3.45,,,,,,,,3.38,3.25,3.64,1.24,,,,,,,,100.0,26.3,100.0,22.08,,,,,,,
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,8.53,8.81,9.88,10.19,10.9,11.98,7.12,,,,,3.91,3.86,4.18,4.05,4.21,4.44,1.77,,,,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,,,,
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,7.04,7.5,8.21,8.75,9.65,10.22,12.59,9.31,,,,3.58,3.49,3.84,3.67,3.74,4.08,3.94,2.3,,,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,,,
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,0.0,0.0,0.0,0.0,,,,,7.21,7.45,8.41,8.65,9.56,10.92,11.99,16.76,11.78,,,3.62,3.6,3.89,3.8,3.86,3.98,4.16,4.29,2.56,,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,23.18,,
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,6.44,2.99,,,,,,,,,,3.44,1.14,,,,,,,,,,100.0,26.3,,,,,,,,,
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,9.53,9.65,10.98,11.12,11.89,13.07,14.95,19.16,22.37,27.53,,4.11,4.12,4.38,4.34,4.45,4.7,4.67,5.18,5.31,5.58,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,23.18,56.95,
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,7.43,7.73,,,,,,,,,,3.68,3.62,,,,,,,,,,100.0,26.3,,,,,,,,,
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,7.3,7.76,8.5,9.25,10.38,6.19,,,,,,3.65,3.55,3.9,3.67,3.71,1.84,,,,,,100.0,26.3,100.0,22.08,16.7,33.18,,,,,
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,6.93,7.28,8.09,8.65,9.56,10.79,11.69,16.63,20.55,17.18,,3.56,3.49,3.82,3.62,3.72,3.88,4.09,4.19,4.22,3.5,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,23.7,23.18,56.95,
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,7.19,7.34,8.37,8.89,9.94,10.44,12.21,,,,,3.62,3.61,3.88,3.71,3.75,4.1,4.1,,,,,100.0,26.3,100.0,22.08,16.7,33.18,15.71,,,,
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,,,,,,,1.27,,,,,,,,,,,17.97,,,,,,,,,,
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.37,,,,,,,,,,,3.66,,,,,,,,,,,17.97,,,,,,,,,,
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,5.47,,,,,,,,,,3.37,1.74,,,,,,,,,,17.97,31.13,,,,,,,,,
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,9.85,,,,,,,,,,3.47,3.89,,,,,,,,,,17.97,31.13,,,,,,,,,
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,10.15,8.89,,,,,,,,,3.47,3.73,2.6,,,,,,,,,17.97,31.13,52.37,,,,,,,,
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44,10.61,14.08,,,,,,,,,3.67,3.96,4.33,,,,,,,,,17.97,31.13,52.37,,,,,,,,
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,10.31,13.84,,,,,,,,,3.75,4.1,4.41,,,,,,,,,17.97,31.13,52.37,,,,,,,,
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,28.73,32.39,45.79,,,,,,,,6.11,6.37,6.58,6.98,,,,,,,,17.97,31.13,52.37,100.0,,,,,,,
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.32,12.79,15.67,27.34,,,,,,,,4.22,4.43,4.95,6.24,,,,,,,,17.97,31.13,52.37,100.0,,,,,,,
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,12.1,15.13,26.88,,,,,,,,4.16,4.49,4.94,6.21,,,,,,,,17.97,31.13,52.37,100.0,,,,,,,
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,6.3,6.74,7.28,8.64,8.67,9.16,11.12,7.48,,,,3.27,3.46,3.56,3.25,3.94,3.76,3.73,2.02,,,,6.02,29.17,15.35,2.48,100.0,6.26,5.71,13.78,,,
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,7.15,7.18,7.81,8.95,9.09,9.61,11.2,14.77,19.66,,,3.24,3.51,3.57,3.39,4.03,3.8,3.93,4.22,5.56,,,6.02,29.17,15.35,2.48,100.0,6.26,5.71,13.78,100.0,,
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,7.31,8.01,3.75,,,,,,,,,3.4,3.57,1.29,,,,,,,,,6.02,29.17,15.35,,,,,,,,
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,8.76,9.39,10.34,11.15,11.67,13.37,6.26,,,,,3.76,3.98,3.93,3.78,4.5,3.92,1.58,,,,,6.02,29.17,15.35,2.48,100.0,6.26,5.71,,,,
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,8.34,8.96,9.59,9.96,11.32,11.54,13.32,17.6,23.34,,,3.75,3.99,4.03,4.02,4.44,4.34,4.42,4.75,5.91,,,6.02,29.17,15.35,2.48,100.0,6.26,5.71,13.78,100.0,,
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,6.75,3.18,,,,,,,,,,3.06,1.26,,,,,,,,,,6.02,29.17,,,,,,,,,
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,9.05,9.84,10.56,11.0,12.31,5.6,,,,,,3.9,4.13,4.13,4.13,4.6,1.46,,,,,,6.02,29.17,15.35,2.48,100.0,6.26,,,,,
